Source Country,Field Of Influence,Name,Influence,log(influence),Description,Unknown
Spanish,Arts/Entertainment,Anthony Ruivivar,47864,3.834226037,"Anthony Michael Ruivivar ) is an American actor known for his portrayal of FDNY paramedic Carlos Nieto in the TV series Third Watch, Batman/Bruce Wayne in Beware the Batman, and other law enforcement roles in different TV series",228
Spanish,Arts/Entertainment,Chris Kirkpatrick,47861,3.834187092,"Christopher Alan ""Chris"" Kirkpatrick  is an American singer, dancer, entertainer, and voice actor who is best known for his work as a founding member of the pop group NSYNC, in which he sang countertenor",203
Spanish,Arts/Entertainment,Luis Alberni,47485,3.829286558,Luis Alberni  was a Spanish-born American character actor in American films,75
Spanish,Government,Jerry Apodaca,47418,3.828409253,"Raymond S  ""Jerry"" Apodaca  is the 24th Governor of New Mexico",62
Spanish,Arts/Entertainment,Devin DeVasquez,47416,3.828383046,Devin Renee DeVasquez  is an American model and actress,55
Spanish,Academia/Science,Tony Serra,47330,3.827255087,"J  Tony Serra is an American civil rights lawyer, activist and tax resister from San Francisco",94
Spanish,Media/Journalism,Amber L. Hollibaugh,47043,3.823475962,"Amber L  Hollibaugh  is an American writer, film-maker and political activist",77
Spanish,Arts/Entertainment,Kaci Battaglia,47039,3.823423128,"Kaci Lyn Battaglia , also known as Kaci, is an American singer, songwriter, dancer, actress, and professional kickboxing instructor",131
Spanish,Religion,Henriette DeLille,46733,3.819367991,"Venerable Henriette DeLille  was an American nun who founded the Roman Catholic order of the Sisters of the Holy Family in New Orleans, which was composed of free women of color",177
Spanish,Arts/Entertainment,Pepe Hern,46670,3.818529814,"José ""Pepe"" Hernández Bethencourt , better known as Pepe Hern, was an American actor that played supporting roles, usually Spanish and Latins , throughout his career",165
Spanish,Arts/Entertainment,Mary Costa,46449,3.815580571,"Mary Costa  is an American singer and actress, who is best known for providing the voice of Princess Aurora in the 1959 film, Sleeping Beauty",141
Spanish,Arts/Entertainment,Richard Cansino,46402,3.814951548,Richard Cansino  is an American voice actor,43
Spanish,Arts/Entertainment,Joe Estevez,46391,3.814804237,"Joseph ""Joe"" Estevez  is an American actor, director, and producer",66
Spanish,Government,Francisco Antonio Manzanares,46313,3.81375867,Francisco Antonio Manzanares  was an United States businessman and politician,77
Spanish,Arts/Entertainment,Javier Cabada,45613,3.804295779,"Javier Cabada  is a Spanish-American artist who paints colorful, abstract works",79
Spanish,Arts/Entertainment,Alcide Nunez,45601,3.804132295,"Alcide Patrick Nunez , also known as Yellow Nunez and Al Nunez, was an early white American jazz clarinetist",108
Spanish,Arts/Entertainment,Lisa Loomer,45419,3.801647498,Lisa Loomer  is a playwright and screenwriter of Spanish and Romanian ancestry who has also worked as an actress and stand-up comic,131
Spanish,Business/Technology,Edward L. Romero,45333,3.800469897,Edward L  Romero  is an entrepreneur and American diplomat who served as the U,78
Spanish,Sports,Santiago Formoso,45327,3.800387655,Santiago Formoso  is a Spanish-American soccer defender who spent five seasons in the North American Soccer League,114
Spanish,Religion,Ricky Rodriguez,45238,3.799166459,"Ricky Rodriguez , aka ""Davidito"" , was a former member of the Children of God , now known as The Family International , who committed a murder-suicide in 2005",158
Spanish,Arts/Entertainment,Leonardo Balada,45189,3.798493089,"Leonardo Balada , is a Catalan American composer, now teaching and composing in Pittsburgh, Pennsylvania",104
Spanish,Media/Journalism,Jessica Hagedorn,44890,3.794368269,"Jessica Tarahata Hagedorn  is an American playwright, writer, poet, and multimedia performance artist",101
Spanish,Government,Alex Ferrer,44409,3.787674689,"Alex Bacani Ferrer  is an American television personality, lawyer, and retired judge who presided as the arbiter on Judge Alex",126
Spanish,Arts/Entertainment,John A. Garcia,44377,3.78722681,John A  Garcia  is an entrepreneur and philanthropist,53
Spanish,Arts/Entertainment,Marin Sais,44369,3.787114789,Marin Sais  was an American motion picture actress whose career was most prolific during the silent film era of the 1910s and 1920s,131
Spanish,Arts/Entertainment,Mabel Alvarez,44201,3.784757684,Mabel Alvarez  was an American painter,38
Spanish,Media/Journalism,Carmen M. Pursifull,44086,3.783139019,"Carmen M  Pursifull  is a former New York City Latin dance and Latin American music figure of the 1950s, and since 1970 in Illinois, is an English-language free verse poet who was a top ten finalist nominee for Poet Laureate of that state in 2003",246
Spanish,Arts/Entertainment,Adele Mara,43848,3.779775631,"Adele Mara , born Adelaide Delgado, was an American actress, singer and dancer who appeared in films during the 1940s and 1950s",127
Spanish,Arts/Entertainment,Paulina James,43764,3.778584192,Paulina James  is an American pornographic actress of Portuguese ancestry,73
Spanish,Business,Bernardo Yorba,43650,3.776963577,"Bernardo Yorba , was a Californio , son of Spanish soldier José Antonio Yorba",77
Spanish,Academia/Science,Yasmin Aga Khan,43289,3.771803564,Princess Yasmin Aga Khan  is an American philanthropist known for raising public awareness of Alzheimer's disease,113
Spanish,Government,Leon Gary,43268,3.771502074,,0
Spanish,Business/Technology,John Arrillaga,43236,3.771042379,John Arrillaga  is an American real estate mogul and philanthropist,67
Spanish,Media/Journalism,Rosana Ubanell,43136,3.769603637,"Rosana Ubanell, born in Pamplona, Spain , is a news journalist and the first Spanish language novelist to ever be published by Penguin Books",140
Spanish,Arts/Entertainment,Fortunio Bonanova,43009,3.767771619,"Fortunio Bonanova is the pseudonym of Josep Lluís Moll , who was a Spanish baritone singer and a film, theater, and television actor",132
Spanish,Religion,Peter Verdaguer y Prat,42644,3.762476098,Peter Verdaguer y Prat  was a Catalan-born prelate of the Roman Catholic Church,79
Spanish,Military,John Ortega,42593,3.761732569,"Seaman John  Ortega , was the first Hispanic sailor to be awarded the United States' highest military decoration for valor in combat — the Medal of Honor — for having distinguished himself during the South Atlantic Blockade by the Union Naval forces during the American Civil War",279
Spanish,Government,Dionisio Botiller,42576,3.761484529,"Dionisio Botiller or Dionisio de Botiller  was elected a member of the Los Angeles, California, Common Council, the governing body of the city",142
Spanish,Arts/Entertainment,Julio de Diego,42152,3.755265847,Julio de Diego  was a Spanish-born American visual artist,57
Spanish,Government,Eugene W. Biscailuz,41564,3.746537505,"Eugene W  Biscailuz  organized the California Highway Patrol, and later became the 27th Sheriff of Los Angeles County, California, serving in that capacity for 26 years",168
Spanish,Media/Journalism,Hilario Barrero,41510,3.745729741,"Hilario Barrero  is a Spanish writer, translator, professor and poet",68
Spanish,Arts/Entertainment,Federico Castellon,41436,3.744621097,"Federico Castellón September 14, 1914 ",38
Spanish,Sports,Fabri Salcedo,41321,3.742894269,Fabriciano “Fabri” Salcedo  was a U,35
Spanish,Arts/Entertainment,Mariee Sioux,41186,3.74086098,Mariee Sioux  is an American folk singer-songwriter,51
Spanish,Arts/Entertainment,Lena Hall,40926,3.736926168,Lena Hall  is an American actress and singer,44
Spanish,Media/Journalism,Jaime de Angulo,40820,3.735314798,"Jaime de Angulo  was a linguist, novelist, and ethnomusicologist in the western United States",93
Spanish,Academia/Science,Walter C. Alvarez,40610,3.732110067,Walter Clement Alvarez  was an American physician of Spanish descent,68
Spanish,Media/Journalism,Alberto Acereda,40542,3.731068791,"Alberto Acereda currently works as Senior Director of Business Development in the Global Division at Educational Testing Service  in Princeton, NJ",146
Spanish,Arts/Entertainment,Victor Moscoso,40465,3.72988759,"Victor Moscoso  is a Galician-American artist best known for producing psychedelic rock posters, advertisements, and underground comix in San Francisco during the 1960s and 1970s",178
Spanish,Government,Luis H. Marrero,40123,3.724613906,"Louis Herman Marrero  was a prominent American military, politician, businessman, banker, chief of police and landowner whose political career was played in Louisiana´s state",174
Spanish,Arts/Entertainment,Monica Ramon,39927,3.72157126,"Monica Ramon  is a Spanish-American actress who first began appearing in film, television and stage productions in her native Spain in the mid-1990s",148
Spanish,Media/Journalism,Bill Gallo,39655,3.717323974,Bill Gallo  was a cartoonist and newspaper columnist for the New York Daily News,80
Spanish,Sports,Hernando Planells,39596,3.716398843,"Hernando Planells was born November 4, 1976 in Los Angeles he is the assistant coach of the Maine Red Claws of the NBA Development League and former head coach of the Basketball Japan League  team Ryukyu Golden Kings",216
Spanish,Arts/Entertainment,Kimberly Estrada,39552,3.715708017,"Kimberly Estrada is an American actress known for playing a wide range of roles, from professional boxer to vixen",113
Spanish,Arts/Entertainment,Stephen Mopope,39242,3.710818944,"Stephen Mopope  was a Kiowa painter, dancer, and flute player of Spanish descent, from Oklahoma",95
Spanish,Arts/Entertainment,Myrtle Gonzalez,38795,3.703700789,Myrtle Gonzalez  was an American actress,40
Spanish,Religion,Peter Morales,38711,3.702353998,"Peter Morales is the president of the Unitarian Universalist Association, elected in 2009",89
Spanish,Business,Arcadia Bandini de Stearns Baker,38330,3.696208426,Arcadia Bandini de Stearns Baker  was a wealthy Los Angeles landowner and Californio,84
Spanish,Sports,Saoul Mamby,38179,3.693755859,Saoul Paul Mamby  was a professional boxer between 1969 and 2008,64
Spanish,Business/Technology,John Casablancas,37749,3.686718222,John Casablancas  was an American modeling agent and scout,58
Spanish,Academia/Science,Helene Hagan,37713,3.686125392,"Helene E  Hagan, born Helene Coll,  is an American anthropologist and Amazigh activist",86
Spanish,Arts/Entertainment,Martin Garralaga,37515,3.682854679,Martín Garralaga  was a film and television actor who portrayed more than two hundred roles in film and television,114
Spanish,Arts/Entertainment,Urbici Soler i Manonelles,37470,3.682108928,Urbici Soler   was an American sculptor and art educator,56
Spanish,Arts/Entertainment,Paloma Bloyd,37449,3.681760604,Paloma Bloyd  is an actress,27
Spanish,Business/Technology,Andy Unanue,37410,3.681113198,"Andy Unanue is the current Managing Partner of AUA Private Equity Partners, an operationally-focused, lower middle-market private equity firm that targets Hispanic-oriented and family-owned companies",199
Spanish,Arts/Entertainment,Achille Rivarde,37345,3.680032688,"Achille Rivarde  was an American-born British violinist and teacher, who worked mainly in Europe and London",107
Spanish,Arts/Entertainment,Morris W. Morris,37280,3.678950295,"Lewis Morrison  was a Jamaican-born American stage actor, born Morris W",71
Spanish,Media/Journalism,Estelle Anna Lewis,37256,3.678550165,Estelle Anna Blanche Robinson Lewis  was a United States poet and dramatist,75
Spanish,Arts/Entertainment,Eric Himy,36946,3.673358528,Eric Himy is an American-born classical pianist of French-Spanish-Moroccan descent,82
Spanish,Arts/Entertainment,Beatriz Colomina,36680,3.668868923,Beatriz Colomina is an architecture historian,45
Spanish,Academia/Science,Jorge Ferrer,36597,3.667461365,Jorge Ferrer is core faculty in the department of East-West Psychology at the California Institute of Integral Studies,118
Spanish,Arts/Entertainment,Anton Torello,36378,3.663732067,Anton Torello  was a Catalan double bass player,47
Spanish,Government,Manuel Dominguez,36336,3.663014294,"Manuel Dominguez , born at the Mission San Juan Capistrano in Alta California, Viceroyalty of New Spain, and was the heir to the vast Rancho San Pedro land grant",161
Spanish,Media/Journalism,Felipe Alfau,36097,3.658913964,Felipe Alfau  was a Spanish American novelist and poet,54
Spanish,Arts/Entertainment,Xavier Gonzalez,35672,3.651555065,Xavier Gonzalez  was an American artist,39
Spanish,Arts/Entertainment,Safeway Goya,35529,3.649059285,"Safeway Goya was lead singer of The Nobodys, a new wave band from Los Angeles, California, not to be confused with the punk band of the same name, The Nobodys, from Colorado Springs, Colorado",191
